qid,query,modified_query
1040353,who is the girl in old navy commercial,who s the girl in od navy commecil
253965,how long does it take for hemorrhoids to heal,hw long dos i ae o hemohoid to hel
253966,how long does it take for herniated lumbar disc to heal,how log de it take for herniate lmbar disc to heal
1040409,what is the difference between white flour and whole wheat white flour,wat is the diffrence betwen whit flour and whole wheat white lour
1040461,who is the grinning man,who is the grinnig ma
1040507,who is the guy who appears in all the marvel movies,wo s the gu who appears in all t arvel ovies
1040532,what is the difference between server ram and pc ram,what s he diffrnce betwen server ram and c ram
1040684,who is the killer any detective,who is he kille ny dtective
820267,what is the endocrine system responsible for,wha s the endocrine ystem responsible for
1040694,who is the king of scotland today,who is the king of scotld today
516413,the hormone that is essential for growth is produced in the,the hrmone that is essental fo growth is produced in the
1040793,what is the difference between banks and credit unions,what is te diffrene between banks and credit unios
1040848,what is the difference between a step up transformer and a step down transformer,what is the diffenc between a ste up trnsorme and a step down tansformer
1040959,what is the difference between a narrow spectrum antibiotic and a broad spectrum antibiotic,what i he differece between a narrow spectrum anibiotic and a broad spectrum antibiotic
778857,what is ocular hypertension,what is ocua hypetenson
778890,what is odin pit file,wat is odn pit fle
1041050,who is the most flexible person in the world,wh i the ost fexble prson in the wrld
254652,how long does it take for the earth to make one revolution,how long does it take for the earh to mke on revolution
778948,what is office depot return policy,what is offce dpot retur policy
1041146,what is the description of a gas,hat i the description of a ga
1041159,who is the ninja turtle with the blue mask,who is the ninja turle wth the lue mak
1041226,what is the definition upheaval,what is th definition uphaval
1021053,define autoradiography,defne autordiography
994867,definition of azimuth,deinition of zimuth
1012328,what was the great sanitary awakening,wht as the great sanitary awakening
517085,the meaning of mistry,the mening of mistry
1003695,when is the georgia strawberry pageant,wen is the gergia strawerry pgeant
1091080,repatriated definition,repaited deinition
255027,how long does it take marinol to clear your system,how lon does it tke mriol to clear your ytem
1091082,ren meaning chinese,ren meaning cinese
1041473,who is the president of switzerland,who is the president o switzerland
1041520,what is the definition of p,hat i the definitio of p
779475,what is one role of the element phosphorus,wha is one role of the element phosphorus
779553,what is ongoing socialization,what is ongoing sociliation
1041703,who is the secretary of defence,who is the seretry of defence
1041714,who is the secretary of the treasury steven mnuchin,who i the secrtary of the reasury steven nuhin
1041753,who is the singer of journey,who is the sgr of journey
357664,how to extract month from date,how to extract month fom dte
517516,the most beautiful music in the world,the most beutiful musi n the rld
779674,what is opc ua,what is opc ua
255469,how long does it take to be come an lpn,how long does it te to be come a lp
1041924,what is the default username password for phpmyadmin,what s he dfault uerna password for phpyadmn
1091158,binomial factor definition,binomi factor defnto
1041948,what is the dare font,what is the dar font
617968,what depletes testosterone in men,what depletes testotere in en
560357,what are indirect overhead costs,what are indirect overhead costs
255633,how long does it take to become a us citizen,how long dos i tke to becoe a s citizen
1042099,what is the current ratio for restaurants industry,what is th current ratio for retaurants idustry
1091189,qualify definition,ualify denition
829050,what is the lowest point in netherlands,hat is the lowest point in ethrlads
1091206,putrescine definition,putrescine definition
780215,what is organic stevia in the raw,what i ganic sevia in the raw
1042364,what is the cost of hot air ballooning in temecula ca,wha s the cst o hot ai ballooing n temecul ca
1042426,what is the cost of bellevue community classes,wa is the cost of bellevue comunity clases
780297,what is orofacial dyskinesia,wha i orofacal dyskiesia
780336,what is orthorexia,hat i orthorxia
256052,how long does it take to cook dry beans,how ong does it take to cook dry beans
1042488,who is trc cos inc,who i trc cos inc
1042507,cost to purchase cattle,cost to purhase cttle
1091269,proclivity meaning,proclivit meanig
256192,how long does it take to detox from marijuana,how long does it tae o detox frm marijuna
1042626,what is the conflict about sleeping beauty,wht is th conflct about sleeping eauty
1042676,who is venus de milo,wo is venus de milo
1042752,what is the colorless gaseous element that makes up four fifths of the air,wht is the cololess gaseous element tha makes up four fifts of the air
780613,what is our security system,what s or security system
1042800,what is the color of steel coin,what is the color of steel coin
427532,is the teachers salary better in a charter school,is the teahers slary btter in a carter scool
1042978,what is the clearinghouse,wat is te claringhouse
1043064,what is the chemical formula for oxygen tetrafluoride,what i the hemical formula or oxygen etrluoride
794160,what is school food authorities,what is school food authoritie
780993,what is pad thai,what is pad thai
256783,how long does it take to get a va refinance loan,how long does it take to get a va refinance lan
781074,what is palace chase,what i palace chase
518940,the stone age,th sone ge
1043413,who made rihanna famous,ho made rihanna amous
829087,what is the luling zip code,wht is the lulig zip code
519145,the three punctuation marks which can end a sentence are,the three punctuation mars which can end a sentence re
471197,page number format word,page numer format word
257018,how long does it take to get mars from earth,how long des it take t et ars o earth
994941,where is the centromere in replicated chromosomes,where i the cntromere in repicated cromosomes
1043568,what is the bryozoans,what is he bryozons
1043587,who made the plum pudding model,who made the plum udding model
1043658,what is the bracket,what is the bracket
1043702,who make kenmore ranges,wo make kenmore ranges
1091461,population of minot afb,populatin of inot fb
257335,how long does it take to get your lottery jackpot check,how lng dos it tak o et your lottery jackpot check
1043815,what is the biggest shark ever recorded,what is the bigget shark ever recordd
